"RESPONSE_CAT","Response","MEASURE","Measure","REGIONTYPE","Geography Level","AEC_FED_2017","Federal Electoral Division","TIME","Year","Value","Flag Codes","Flags"
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","LEIC","Leichhardt","2017","2017",67.6,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","LEIC","Leichhardt","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","LEIC","Leichhardt","2017","2017",32.2,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","LEIC","Leichhardt","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","LEIC","Leichhardt","2017","2017",63.4,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","LEIC","Leichhardt","2017","2017",36.6,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",109129,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",88662,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",218,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",20249,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",88662,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",59991,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",28671,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",81.2,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",18.6,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",67.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","LILL","Lilley","2017","2017",32.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","LONG","Longman","2017","2017",109352,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","LONG","Longman","2017","2017",84844,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","LONG","Longman","2017","2017",258,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","LONG","Longman","2017","2017",24250,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","LONG","Longman","2017","2017",84844,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","LONG","Longman","2017","2017",51268,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","LONG","Longman","2017","2017",33576,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","LONG","Longman","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","LONG","Longman","2017","2017",77.6,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","LONG","Longman","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","LONG","Longman","2017","2017",22.2,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","LONG","Longman","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","LONG","Longman","2017","2017",60.4,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","LONG","Longman","2017","2017",39.6,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",103688,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",80783,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",352,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",22553,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",80783,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",35475,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",45308,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",77.9,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",21.8,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",43.9,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MARA","Maranoa","2017","2017",56.1,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",105963,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",82520,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",229,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",23214,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",82520,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",54034,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",28486,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",77.9,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",21.9,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",65.5,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MCPH","McPherson","2017","2017",34.5,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",104729,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",79283,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",214,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",25232,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",79283,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",50566,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",28717,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",75.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",24.1,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",63.8,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MONC","Moncrieff","2017","2017",36.2,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",98071,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",77831,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",220,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",20020,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",77831,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",47418,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",30413,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",79.4,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",20.4,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",60.9,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","MORE","Moreton","2017","2017",39.1,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",97592,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",74020,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",224,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",23348,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",74020,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",44655,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",29365,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",75.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",23.9,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",60.3,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","OXLE","Oxley","2017","2017",39.7,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",109734,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",86211,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",200,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",23323,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",86211,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",53144,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",33067,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",78.6,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",21.3,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",61.6,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","PETR","Petrie","2017","2017",38.4,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",102547,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",76191,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",237,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",26119,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",76191,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",41570,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",34621,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",74.3,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",25.5,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",54.6,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","RANK","Rankin","2017","2017",45.4,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",105803,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",89418,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",162,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",16223,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",89418,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",64967,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",24451,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",84.5,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",15.3,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",72.7,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","RYAN","Ryan","2017","2017",27.3,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",105536,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",83572,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",319,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",21645,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",83572,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",46507,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",37065,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",79.2,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",20.5,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",55.6,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","WBAY","Wide Bay","2017","2017",44.4,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",105345,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",82921,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",280,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",22144,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",82921,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",47109,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",35812,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",78.7,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",0.3,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",21,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",56.8,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","WRIG","Wright","2017","2017",43.2,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",110234,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",89540,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",217,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",20477,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",89540,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",62769,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",26771,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",81.2,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",18.6,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",70.1,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","ADEL","Adelaide","2017","2017",29.9,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","BARK","Barker","2017","2017",105865,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","BARK","Barker","2017","2017",81325,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","BARK","Barker","2017","2017",243,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","BARK","Barker","2017","2017",24297,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","BARK","Barker","2017","2017",81325,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","BARK","Barker","2017","2017",42498,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","BARK","Barker","2017","2017",38827,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","BARK","Barker","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","BARK","Barker","2017","2017",76.8,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","BARK","Barker","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","BARK","Barker","2017","2017",23,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","BARK","Barker","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","BARK","Barker","2017","2017",52.3,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","BARK","Barker","2017","2017",47.7,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",107848,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",90695,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",234,,
"EP_NR","Eligible Participant - Non-responding","1","Number (No.)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",16919,,
"RESPCLR_TOT","Response clear - Total","1","Number (No.)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",90695,,
"RESPCLR_Y","Response clear - Yes","1","Number (No.)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",62139,,
"RESPCLR_N","Response clear - No","1","Number (No.)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",28556,,
"EP_TOT","Eligible Participant - Total","2","Percentage (%)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",100,,
"EP_CLR","Eligible Participant - Response clear","2","Percentage (%)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",84.1,,
"EP_NCLR","Eligible Participant - Response not clear","2","Percentage (%)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",0.2,,
"EP_NR","Eligible Participant - Non-responding","2","Percentage (%)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",15.7,,
"RESPCLR_TOT","Response clear - Total","2","Percentage (%)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",100,,
"RESPCLR_Y","Response clear - Yes","2","Percentage (%)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",68.5,,
"RESPCLR_N","Response clear - No","2","Percentage (%)","FED","Federal Electoral Division","BOOT","Boothby","2017","2017",31.5,,
"EP_TOT","Eligible Participant - Total","1","Number (No.)","FED","Federal Electoral Division","GREY","Grey","2017","2017",102148,,
"EP_CLR","Eligible Participant - Response clear","1","Number (No.)","FED","Federal Electoral Division","GREY","Grey","2017","2017",76561,,
"EP_NCLR","Eligible Participant - Response not clear","1","Number (No.)","FED","Federal Electoral Division","GREY","Grey","2017","2017",260,,
